Churn,Customer Activity - Change,Days Since Last Login - Change,Happiness Index - Change,Happiness Index - Current Month,Happiness Index - Monthly,Logins - Change_Cat,Logins - Change,Longevity - Months,Views - Change,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.137564568564,31.0,4.0,62,0.925373134328,0,0.0,13.8968016386,-16.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,1.11949383293e-17,0.0,1.0,231,3.66666666667,1,15.7279029463,13.8968016386,96.3105404128,1.89680163857,13.8968016386,13.8968016386
0,-0.134921089794,31.0,-1.0,43,0.754385964912,0,0.0,13.8968016386,9.0,1.89680163857,13.8968016386,13.8968016386
0,0.256378340934,0.0,-10.0,138,2.37931034483,1,43.0,13.8968016386,-33.0,1.89680163857,13.8968016386,13.8968016386
0,-0.154013183806,0.0,-5.0,180,3.15789473684,1,13.0,13.8968016386,907.0,1.89680163857,13.8968016386,13.8968016386
0,-0.13185465442,6.0,-11.0,116,2.52173913043,0,0.0,13.8968016386,38.0,1.89680163857,13.8968016386,13.8968016386
0,-0.0218268907035,7.0,-7.0,78,1.39285714286,-1,-9.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.528441042689,14.0,-37.0,78,1.39285714286,-1,-7.0,13.8968016386,30.0,1.89680163857,13.8968016386,13.8968016386
0,0.769654059422,0.0,-1.0,91,1.71698113208,1,14.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.134286654889,31.0,14.0,40,0.714285714286,0,0.0,13.8968016386,15.0,1.89680163857,13.8968016386,13.8968016386
0,1.11949383293e-17,0.0,15.0,215,3.77192982456,1,71.0,13.8968016386,96.3105404128,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.874864514487,0.0,63.0,118,2.14545454545,1,5.0,13.8968016386,995.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135449785548,31.0,16.0,59,1.05357142857,0,0.0,13.8968016386,4.0,1.89680163857,13.8968016386,13.8968016386
0,0.268009647524,31.0,25.0,67,1.28846153846,1,4.0,13.8968016386,77.0,1.89680163857,13.8968016386,13.8968016386
0,-0.136084220453,31.0,0.0,0,0.0,0,0.0,13.8968016386,-2.0,1.89680163857,13.8968016386,13.8968016386
0,0.785409192894,0.0,-4.0,258,4.77777777778,1,34.0,13.8968016386,149.0,1.89680163857,13.8968016386,13.8968016386
0,-1.0444659791,0.0,-12.0,89,1.64814814815,-1,-41.0,13.8968016386,-29.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.769231102819,13.0,1.0,142,2.62962962963,1,26.0,13.8968016386,-4.0,1.89680163857,13.8968016386,13.8968016386
0,0.254263557918,-31.0,10.0,86,1.62264150943,1,2.0,13.8968016386,-53.0,1.89680163857,13.8968016386,13.8968016386
0,-0.136718655358,2.0,5.0,100,1.88679245283,0,0.0,13.8968016386,-8.0,1.89680163857,13.8968016386,13.8968016386
0,-1.03716997769,-1.0,-12.0,103,1.94339622642,-1,-6.0,13.8968016386,40.0,1.89680163857,13.8968016386,13.8968016386
0,-0.134815350643,30.0,0.0,75,1.63043478261,0,0.0,13.8968016386,10.0,1.89680163857,13.8968016386,13.8968016386
0,0.840605029622,0.0,8.0,182,3.43396226415,1,38.0,13.8968016386,671.0,1.89680163857,13.8968016386,13.8968016386
0,1.11949383293e-17,0.0,0.0,230,4.33962264151,1,84.0,13.8968016386,96.3105404128,1.89680163857,13.8968016386,13.8968016386
0,-0.249389897845,-1.0,-22.0,179,3.44230769231,1,10.0,13.8968016386,5.0,1.89680163857,13.8968016386,13.8968016386
0,-0.530344347404,-18.0,-10.0,48,0.905660377358,-1,-15.0,13.8968016386,12.0,1.89680163857,13.8968016386,13.8968016386
0,-0.534045217683,-31.0,-6.0,99,1.90384615385,-1,-8.0,13.8968016386,-23.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,28.0,67,2.09375,0,0.0,32.0,0.0,8.0,14.0,8.0
0,0.310728264455,4.0,10.0,160,3.07692307692,1,12.0,13.8968016386,481.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,-11.0,50.0,91,1.75,1,26.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.769654059422,0.0,1.0,105,2.01923076923,1,14.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.473243813431,0.0,-29.0,93,1.78846153846,-1,-7.0,13.8968016386,4682.0,1.89680163857,13.8968016386,13.8968016386
0,-0.242834070494,0.0,-32.0,143,2.80392156863,1,61.0,13.8968016386,67.0,1.89680163857,13.8968016386,13.8968016386
0,0.261559559324,0.0,40.0,108,2.16,1,43.0,13.8968016386,16.0,1.89680163857,13.8968016386,13.8968016386
0,0.831934419254,-31.0,-5.0,168,3.23076923077,1,62.0,13.8968016386,589.0,1.89680163857,13.8968016386,13.8968016386
0,-0.0237425499972,4.0,-4.0,186,3.57692307692,1,86.0,13.8968016386,2139.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,0.0,0.0,75,1.44230769231,1,8.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,25,0.490196078431,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.239988772557,31.0,34.0,124,2.5306122449,1,10.0,13.8968016386,-188.0,1.89680163857,13.8968016386,13.8968016386
0,-1.02680754091,-1.0,-7.0,147,3.41860465116,-1,-25.0,13.8968016386,138.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,0.0,1.0,134,2.62745098039,1,10.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.54017808843,-6.0,-1.0,77,1.50980392157,-1,-1.0,13.8968016386,-81.0,1.89680163857,13.8968016386,13.8968016386
0,0.115680697647,31.0,-2.0,57,1.1875,0,0.0,13.8968016386,2379.0,1.89680163857,13.8968016386,13.8968016386
0,-0.167594487397,31.0,0.0,115,2.3,0,0.0,13.8968016386,-300.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,1.76461320309,-1.0,51,1.15909090909,-1,-12.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,-12.0,0.0,85,1.73469387755,1,1.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,1,0.0204081632653,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,1.76461320309,-3.0,87,1.93333333333,1,9.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.173363448406,0.0,2.0,210,4.28571428571,1,15.7279029463,13.8968016386,724.0,1.89680163857,13.8968016386,13.8968016386
1,-0.518713040814,0.0,2.0,122,2.59574468085,-1,-31.0,13.8968016386,122.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,30.0,0.0,3,0.0625,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.263030248301,-1.0,14.0,179,3.65306122449,1,54.0,13.8968016386,-124.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,4.0,-21.0,0,0.0,-1,-8.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.522942606847,0.0,0.0,152,4.34285714286,-1,-13.0,35.0,82.0,11.0,17.0,11.0
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
1,-0.531613217214,1.76461320309,-26.0,0,0.0,-1,-7.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,31.0,7.0,7,0.148936170213,1,4.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259339037157,31.0,14.0,14,0.291666666667,1,4.0,13.8968016386,-5.0,1.89680163857,13.8968016386,13.8968016386
0,-0.52727791203,4.0,-27.0,53,1.12765957447,-1,-4.0,13.8968016386,41.0,1.89680163857,13.8968016386,13.8968016386
0,-0.528123825237,-5.0,-52.0,39,0.8125,-1,-1.0,13.8968016386,33.0,1.89680163857,13.8968016386,13.8968016386
0,0.258916080554,0.0,4.0,103,2.14583333333,1,14.0,13.8968016386,-9.0,1.89680163857,13.8968016386,13.8968016386
1,0.769548320271,-9.0,31.0,122,9.38461538462,1,94.0,13.0,-1.0,1.0,13.0,13.0
0,0.746285707091,13.0,50.0,109,2.27083333333,1,2.0,13.8968016386,-221.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,31.0,10.0,10,0.217391304348,1,10.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.277604370702,0.0,10.0,145,3.08510638298,1,38.0,13.8968016386,-5083.0,1.89680163857,13.8968016386,13.8968016386
0,0.364866709675,31.0,33.0,108,2.25,1,6.0,13.8968016386,993.0,1.89680163857,13.8968016386,13.8968016386
0,0.258493123951,3.0,0.0,45,1.0,1,7.0,13.8968016386,-13.0,1.89680163857,13.8968016386,13.8968016386
0,0.77843040894,-1.0,0.0,193,4.10638297872,1,47.0,13.8968016386,83.0,1.89680163857,13.8968016386,13.8968016386
0,0.76944258112,2.0,39.0,101,2.14893617021,1,24.0,13.8968016386,-2.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531401738912,-10.0,-10.0,17,0.36170212766,-1,-4.0,13.8968016386,2.0,1.89680163857,13.8968016386,13.8968016386
0,-1.04139954372,3.0,-70.0,1,0.0222222222222,-1,-7.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.248649723789,3.0,2.0,158,3.4347826087,1,5.0,13.8968016386,12.0,1.89680163857,13.8968016386,13.8968016386
0,0.241680598971,0.0,-15.0,198,5.21052631579,1,21.0,38.0,-172.0,2.0,2.0,14.0
0,-0.455903985228,-1.0,-2.0,77,2.02631578947,-1,-3.0,38.0,716.0,2.0,2.0,14.0
0,0.259867732911,3.0,0.0,82,1.74468085106,1,11.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.25320616641,-24.0,10.0,94,2.04347826087,1,42.0,13.8968016386,-63.0,1.89680163857,13.8968016386,13.8968016386
0,0.260819385269,-2.0,-4.0,152,5.42857142857,1,19.0,28.0,9.0,4.0,10.0,4.0
0,0.249293817829,3.0,15.0,125,2.71739130435,1,11.0,13.8968016386,-100.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,9.0,0.0,35,0.744680851064,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.112034740931,-1.0,-1.0,166,3.86046511628,1,10.0,13.8968016386,1304.0,1.89680163857,13.8968016386,13.8968016386
0,0.256166862633,15.0,-11.0,61,1.32608695652,1,10.0,13.8968016386,-35.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,0.0,2.0,97,2.30952380952,-1,-28.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,-3.0,0.0,74,1.60869565217,1,1.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,31.0,4.0,4,0.0869565217391,1,10.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.326377658777,0.0,0.0,145,3.15217391304,1,98.0,13.8968016386,629.0,1.89680163857,13.8968016386,13.8968016386
0,-1.04139954372,-3.0,-17.0,75,1.66666666667,-1,-1.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531190260611,-22.0,13.0,79,1.71739130435,-1,-4.0,13.8968016386,4.0,1.89680163857,13.8968016386,13.8968016386
0,0.109823877899,0.0,10.0,175,3.80434782609,1,22.0,13.8968016386,-1419.0,1.89680163857,13.8968016386,13.8968016386
1,-0.531613217214,1.76461320309,-12.0,0,0.0,-1,-1.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
